title,slug,url,price_usd,price_kgs,Год выпуска,Тип кузова,Объем двигателя,Коробка передач,Пробег,Руль,Город,От (цена в кредит)
Продажа Volkswagen Lavida III Рестайлинг 2026,volkswagen-lavida-6a0abfbec0712ff949a4891c,https://www.mashina.kg/details/volkswagen-lavida-6a0abfbec0712ff949a4891c,10800,944460,2026.0,седан,1.5,автомат,1 км,Слева,Китай,В кредит от 23 983 ⃀
Продажа Volkswagen ID.3 I Рестайлинг 2026,volkswagen-id-3-6a0abead0d446bd5c220a82c,https://www.mashina.kg/details/volkswagen-id-3-6a0abead0d446bd5c220a82c,18300,1600335,2026.0,хэтчбек 5 дв.,,автомат,1 км,Слева,Китай,В кредит от 35 795 ⃀
Honda CR-V I,honda-crv-69e1d19c33f22367300336,https://www.mashina.kg/details/honda-crv-69e1d19c33f22367300336,5203,455000,1998.0,,2.0,автомат,231650 km,слева,Ош,В кредит от 11 554 ⃀
Продажа Volkswagen Tiguan R 2026,volkswagen-tiguan-r-6a0abd85a2e2df30961b7f6c,https://www.mashina.kg/details/volkswagen-tiguan-r-6a0abd85a2e2df30961b7f6c,38000,3323100,2026.0,внедорожник 5 дв.,2.0,робот,1 км,Слева,Китай,В кредит от 60 794 ⃀
Продажа Volkswagen Tiguan R 2026,volkswagen-tiguan-r-6a0abd7f445693bdf4861ec1,https://www.mashina.kg/details/volkswagen-tiguan-r-6a0abd7f445693bdf4861ec1,38000,3323100,2026.0,внедорожник 5 дв.,2.0,робот,1 км,Слева,Китай,В кредит от 60 794 ⃀
Продажа Volkswagen Passat B8 Рестайлинг 2026,volkswagen-passat-6a0abc160035db0cfb4dd7a4,https://www.mashina.kg/details/volkswagen-passat-6a0abc160035db0cfb4dd7a4,19700,1722765,2026.0,седан,1.4,механика,,Слева,Китай,В кредит от 38 533 ⃀
Продажа Volkswagen Magotan B9 2026,volkswagen-magotan-6a0aba66cc57f64fc5ce9fde,https://www.mashina.kg/details/volkswagen-magotan-6a0aba66cc57f64fc5ce9fde,25000,2186250,2026.0,седан,1.5,робот,1 км,Слева,Китай,В кредит от 48 900 ⃀
Продажа Volvo S90 II Рестайлинг 2026,volvo-s90-6a0ad35f776815a1c5c985ed,https://www.mashina.kg/details/volvo-s90-6a0ad35f776815a1c5c985ed,39000,3410550,2026.0,седан,2.0,автомат,1 км,Слева,Китай,В кредит от 60 794 ⃀
BMW 5 серии IV (E39) Рестайлинг,bmw-5-serii-6a0064095a140105812979,https://www.mashina.kg/details/bmw-5-serii-6a0064095a140105812979,7900,690855,2003.0,универсал,2.5,автомат,227000 km,Слева,Бишкек,В кредит от 17 543 ⃀
Продажа Volvo EX30 2026,volvo-ex30-6a0ad43428f066afe56bc607,https://www.mashina.kg/details/volvo-ex30-6a0ad43428f066afe56bc607,32000,2798400,2026.0,внедорожник 5 дв.,,автомат,1 км,Слева,Китай,В кредит от 60 794 ⃀
Продажа Volvo XC40 I 2026,volvo-xc40-6a0ad9790862f66605850136,https://www.mashina.kg/details/volvo-xc40-6a0ad9790862f66605850136,47000,4110150,2026.0,внедорожник 5 дв.,1.5,автомат,1 км,Слева,Китай,В кредит от 69 964 ⃀
Продажа Volkswagen Golf VIII Рестайлинг 2026,volkswagen-golf-6a0acbb63daa51913542c0bc,https://www.mashina.kg/details/volkswagen-golf-6a0acbb63daa51913542c0bc,16600,1451670,2026.0,универсал,1.5,механика,1 км,Слева,Китай,В кредит от 32 470 ⃀
Продажа Volkswagen Viloran I Рестайлинг 2026,volkswagen-viloran-6a0aca1fbf2f8f375930a5a3,https://www.mashina.kg/details/volkswagen-viloran-6a0aca1fbf2f8f375930a5a3,30000,2623500,2026.0,минивэн,2.0,робот,1 км,Слева,Китай,В кредит от 57 418 ⃀
Продажа Volvo XC60 II Рестайлинг 2026,volvo-xc60-6a0ad20050f8156676b694b6,https://www.mashina.kg/details/volvo-xc60-6a0ad20050f8156676b694b6,55500,4853475,2026.0,внедорожник 5 дв.,2.0,автомат,1 км,Слева,Китай,В кредит от 82 618 ⃀
Продажа Volkswagen Lamando II 2026,volkswagen-lamando-6a0acee8d6bc9057769bcd4b,https://www.mashina.kg/details/volkswagen-lamando-6a0acee8d6bc9057769bcd4b,18000,1574100,2026.0,лифтбек,1.4,робот,1 км,Слева,Китай,В кредит от 35 208 ⃀
Продажа Volkswagen Tayron I Рестайлинг 2026,volkswagen-tayron-6a0ac8b2c22617f263fe13eb,https://www.mashina.kg/details/volkswagen-tayron-6a0ac8b2c22617f263fe13eb,22900,2002605,2026.0,внедорожник 5 дв.,1.4,робот,1 км,Слева,Китай,В кредит от 44 793 ⃀
"Toyota Corolla XI (E160, E170) Рестайлинг 2",toyota-corolla-69fefc234468a497018636,https://www.mashina.kg/details/toyota-corolla-69fefc234468a497018636,13000,1136850,2026.0,,1.5,вариатор,10 km,слева,Китай,В кредит от 28 868 ⃀
Toyota C-HR II,toyota-chr-69fef8925cdc6212437798,https://www.mashina.kg/details/toyota-chr-69fef8925cdc6212437798,22000,1923900,2026.0,,2.0,вариатор,10 km,слева,Китай,В кредит от 43 032 ⃀
Toyota Grand Highlander,toyota-grand-highlander-69fefe0c2c143176800131,https://www.mashina.kg/details/toyota-grand-highlander-69fefe0c2c143176800131,39000,3410550,2026.0,,2.4,автомат,10 km,слева,Китай,В кредит от 60 794 ⃀
Changan UNI-Z,changan-uniz-6a0183bd1f1f5990638869,https://www.mashina.kg/details/changan-uniz-6a0183bd1f1f5990638869,13500,1180575,2026.0,,1.5,вариатор,20 km,слева,Китай,В кредит от 29 978 ⃀
Changan CS55PLUS I Рестайлинг,changan-cs55plus-6a0176eb393c5046293208,https://www.mashina.kg/details/changan-cs55plus-6a0176eb393c5046293208,10300,900735,2026.0,,1.5,робот,10 km,слева,Китай,В кредит от 22 872 ⃀
Hyundai Sonata VIII (DN8),hyundai-sonata-69f47527f0353694827120,https://www.mashina.kg/details/hyundai-sonata-69f47527f0353694827120,14500,1268025,2020.0,седан,2.0,автомат,55500 km,Слева,Ош,В кредит от 29 823 ⃀
Audi Q7 II (4M) Рестайлинг 2,audi-q7-6a0171556a5d5390816193,https://www.mashina.kg/details/audi-q7-6a0171556a5d5390816193,102600,8972370,2025.0,,3.0,автомат,20 km,слева,Китай,В кредит от 121 589 ⃀
Changan CS75 Plus IV,changan-cs75plus-6a0179d656c11217021768,https://www.mashina.kg/details/changan-cs75plus-6a0179d656c11217021768,14000,1224300,2026.0,,1.5,автомат,10 km,слева,Китай,В кредит от 29 823 ⃀
Changan Qiyuan Q05 II,changan-qiyuan-q05-6a01864982d99948716212,https://www.mashina.kg/details/changan-qiyuan-q05-6a01864982d99948716212,12500,1093125,2026.0,,,автомат,10 km,слева,Китай,В кредит от 27 758 ⃀
Changan Eado II Plus,changan-eado-6a0188e49be40530020936,https://www.mashina.kg/details/changan-eado-6a0188e49be40530020936,10200,891990,2026.0,,1.4,робот,10 km,слева,Китай,В кредит от 22 650 ⃀
BYD FangChengBao Leopard 5,byd-fangchengbao-leopard-5-6a018a89a00e8885564877,https://www.mashina.kg/details/byd-fangchengbao-leopard-5-6a018a89a00e8885564877,34500,3017025,2026.0,,1.5,вариатор,10 km,слева,Китай,В кредит от 60 794 ⃀
Продажа Kia Carnival IV 2020,kia-carnival-6a093a110e185275231d7217,https://www.mashina.kg/details/kia-carnival-6a093a110e185275231d7217,16800,1469160,2020.0,минивэн,2.2,автомат,207000 km,Слева,Бишкек,В кредит от 32 861 ⃀
Hyundai Palisade I,hyundai-palisade-69f976627b593869590637,https://www.mashina.kg/details/hyundai-palisade-69f976627b593869590637,30900,2702205,2020.0,,2.2,автомат,108000 km,слева,Бишкек,В кредит от 59 140 ⃀
Chevrolet Spark IV,chevrolet-spark-69f97f6689194849203066,https://www.mashina.kg/details/chevrolet-spark-69f97f6689194849203066,7300,638385,2016.0,,1.0,вариатор,140000 km,слева,Бишкек,В кредит от 16 210 ⃀
Продажа Subaru Outback VI 2021,subaru-outback-6a05e37c0928cda1c6b6aa6b,https://www.mashina.kg/details/subaru-outback-6a05e37c0928cda1c6b6aa6b,19300,1687785,2021.0,универсал,2.5,вариатор,113800 km,Слева,Бишкек,В кредит от 37 751 ⃀
Lexus LX III Рестайлинг 2,lexus-lx-69df30714a78e912046964,https://www.mashina.kg/details/lexus-lx-69df30714a78e912046964,93000,8132850,2019.0,внедорожник 5 дв.,5.7,автомат,90000 km,Слева,Бишкек,В кредит от 121 589 ⃀
Продажа Hyundai Grandeur VI Рестайлинг 2020,hyundai-grandeur-6a07e82d599e388e8b00beb7,https://www.mashina.kg/details/hyundai-grandeur-6a07e82d599e388e8b00beb7,13400,1171830,2020.0,седан,3.0,автомат,220000 km,Слева,Бишкек,В кредит от 29 756 ⃀
Продажа Kia K3 II 2019,kia-k3-6a07e66f9a4c12f82ba7e685,https://www.mashina.kg/details/kia-k3-6a07e66f9a4c12f82ba7e685,11800,1031910,2019.0,седан,1.6,вариатор,115000 km,Слева,Бишкек,В кредит от 26 203 ⃀
Продажа Hyundai Grandeur VI Рестайлинг 2020,hyundai-grandeur-6a07e2f01ccbcbf9b0124bcb,https://www.mashina.kg/details/hyundai-grandeur-6a07e2f01ccbcbf9b0124bcb,13800,1206810,2020.0,седан,3.0,автомат,182000 km,Слева,Бишкек,В кредит от 29 823 ⃀
Продажа Toyota Camry VI (XV40) Рестайлинг 2010,toyota-camry-6a09b1b56f572d66a8e2d1b7,https://www.mashina.kg/details/toyota-camry-6a09b1b56f572d66a8e2d1b7,9200,804540,2010.0,седан,2.5,автомат,226000 km,Слева,Бишкек,В кредит от 20 430 ⃀
Продажа Honda Ridgeline I 2006,honda-ridgeline-6a0aa78083325ed20a4c153d,https://www.mashina.kg/details/honda-ridgeline-6a0aa78083325ed20a4c153d,10000,874500,2006.0,пикап двойная кабина,3.5,автомат,000000 км,Слева,Бишкек,В кредит от 22 206 ⃀
Продажа Daewoo Nubira I 2000,daewoo-nubira-6a0ac7efab8964e5d517c94f,https://www.mashina.kg/details/daewoo-nubira-6a0ac7efab8964e5d517c94f,12312,1076684,2000.0,седан,1.6,автомат,432 км,Слева,Беловодское,
Volkswagen ID.4,volkswagen-id4-697599646ab9d847166239,https://www.mashina.kg/details/volkswagen-id4-697599646ab9d847166239,22500,1967625,2022.0,,,автомат,89000 km,слева,Бишкек,В кредит от 44 010 ⃀
Продажа Genesis G90 II 2022,genesis-g90-6a0adc27940a3b70e8efa868,https://www.mashina.kg/details/genesis-g90-6a0adc27940a3b70e8efa868,45000,3935250,2022.0,седан,3.5,автомат,48000 km,Слева,Бишкек,В кредит от 66 987 ⃀
"Mercedes-Benz E-Класс V (W213, S213, C238) Рестайлинг",mercedesbenz-eklass-69fde181497d5074921386,https://www.mashina.kg/details/mercedesbenz-eklass-69fde181497d5074921386,28500,2492325,2021.0,седан,2.0,автомат,77800 km,Слева,Бишкек,В кредит от 55 747 ⃀
Продажа BMW M5 VI (F90) 2019,bmw-m5-6a09eded6bf8a5e1a6f95300,https://www.mashina.kg/details/bmw-m5-6a09eded6bf8a5e1a6f95300,53000,4634850,2019.0,седан,4.4,автомат,100000 km,Слева,Бишкек,В кредит от 78 896 ⃀
Продажа BMW 7 серии VI (G11/G12) Рестайлинг 2022,bmw-7-serii-6a06ae05402953a5348c90d2,https://www.mashina.kg/details/bmw-7-serii-6a06ae05402953a5348c90d2,55000,4809750,2022.0,седан,3.0,автомат,140000 km,Слева,Бишкек,В кредит от 81 873 ⃀
Lynk & Co 900,lynk-co-900-6918b37337de7571935259,https://www.mashina.kg/details/lynk-co-900-6918b37337de7571935259,59000,5159550,2026.0,внедорожник 5 дв.,2.0,автомат,20 km,Слева,Бишкек,В кредит от 87 828 ⃀
BMW 5 серии VII (G30/G31),bmw-5-serii-69e50af70e220870393453,https://www.mashina.kg/details/bmw-5-serii-69e50af70e220870393453,26500,2317425,2019.0,,2.0,автомат,94000 km,слева,Бишкек,В кредит от 51 835 ⃀
BMW 5 серии VII (G30/G31) Рестайлинг,bmw-5-serii-69fca304a927d136296085,https://www.mashina.kg/details/bmw-5-serii-69fca304a927d136296085,33000,2885850,2021.0,,2.0,автомат,124000 km,слева,Бишкек,В кредит от 60 794 ⃀
Lynk & Co 900,lynk-co-900-691c38631d6d0113397572,https://www.mashina.kg/details/lynk-co-900-691c38631d6d0113397572,59000,5159550,2026.0,внедорожник 5 дв.,2.0,автомат,20 km,Слева,Бишкек,В кредит от 87 828 ⃀
Продажа Toyota Highlander IV (U70) 2020,toyota-highlander-6a0a037e2330fd106eb8771a,https://www.mashina.kg/details/toyota-highlander-6a0a037e2330fd106eb8771a,39500,3454275,2020.0,внедорожник 5 дв.,2.5,автомат,100000 miles,Слева,Бишкек,В кредит от 60 794 ⃀
Subaru Outback V Рестайлинг,subaru-outback-69dd173d55555515239629,https://www.mashina.kg/details/subaru-outback-69dd173d55555515239629,13100,1145595,2018.0,,2.5,вариатор,250000 km,слева,Бишкек,В кредит от 29 090 ⃀
Toyota Estima II Рестайлинг,toyota-estima-69c1636586dc4386481515,https://www.mashina.kg/details/toyota-estima-69c1636586dc4386481515,9100,795795,2003.0,,2.4,автомат,200000 km,справа,Бишкек,В кредит от 20 207 ⃀
Продажа LiXiang L6 2025,lixiang-l6-6a06204f26c906d9a9ee9128,https://www.mashina.kg/details/lixiang-l6-6a06204f26c906d9a9ee9128,34500,3017025,2025.0,внедорожник 5 дв.,1.5,автомат,8700 km,Слева,Бишкек,В кредит от 60 794 ⃀
BMW X5 IV (G05/G18) Рестайлинг,bmw-x5-69848014d481a373084797,https://www.mashina.kg/details/bmw-x5-69848014d481a373084797,120000,10494000,2026.0,,2.0,автомат,20 km,слева,Бишкек,В кредит от 121 589 ⃀
LiXiang L7 Рестайлинг,lixiang-l7-689717d68c110144516853,https://www.mashina.kg/details/lixiang-l7-689717d68c110144516853,53500,4678575,2026.0,внедорожник 5 дв.,1.5,автомат,20 km,Слева,Бишкек,В кредит от 79 640 ⃀
Продажа LiXiang L7 Рестайлинг 2026,lixiang-l7-6a0461b873537ba7bf7640ca,https://www.mashina.kg/details/lixiang-l7-6a0461b873537ba7bf7640ca,53500,4678575,2026.0,внедорожник 5 дв.,1.5,автомат,20 km,Слева,Бишкек,В кредит от 79 640 ⃀
LiXiang L9 Рестайлинг,lixiang-l9-69e77766ce7d4882090002,https://www.mashina.kg/details/lixiang-l9-69e77766ce7d4882090002,67000,5859150,2026.0,внедорожник 5 дв.,1.5,автомат,20 km,Слева,Бишкек,В кредит от 99 737 ⃀
Продажа Honda CR-V III Рестайлинг 2009,honda-cr-v-6a08789cfd6d3111af59308a,https://www.mashina.kg/details/honda-cr-v-6a08789cfd6d3111af59308a,10292,900000,2009.0,внедорожник 5 дв.,2.4,автомат,260000 miles,Слева,Кызыл-Кия,В кредит от 22 854 ⃀
Продажа SsangYong Rexton Sports I Рестайлинг 2022,ssangyong-rexton-sports-6a07156ccfafa8121b371d8d,https://www.mashina.kg/details/ssangyong-rexton-sports-6a07156ccfafa8121b371d8d,18300,1600335,2022.0,пикап двойная кабина,2.2,автомат,36735 km,Слева,Бишкек,В кредит от 35 795 ⃀
Продажа Opel Vectra A 1993,opel-vectra-6a0967fa534c30b57e362869,https://www.mashina.kg/details/opel-vectra-6a0967fa534c30b57e362869,1600,139920,1993.0,седан,1.8,-1,270583 km,Слева,Ош,
Kia K7 YG (II) Рестайлинг,kia-k7-69e988574f55e830792882,https://www.mashina.kg/details/kia-k7-69e988574f55e830792882,15900,1390455,2019.0,седан,2.4,автомат,151450 km,Слева,Бишкек,В кредит от 31 101 ⃀
Lexus RX IV Рестайлинг,lexus-rx-68b801ae2aac9026502526,https://www.mashina.kg/details/lexus-rx-68b801ae2aac9026502526,45000,3935250,2021.0,,3.5,вариатор,126000 km,слева,Бишкек,В кредит от 66 987 ⃀
Hyundai Sonata VII (LF) Рестайлинг,hyundai-sonata-69b9650b2a1a3246770073,https://www.mashina.kg/details/hyundai-sonata-69b9650b2a1a3246770073,10700,935715,2017.0,,2.0,автомат,319000 km,слева,Бишкек,В кредит от 23 761 ⃀
Honda Odyssey II,honda-odyssey-69a108d9b5a82798000580,https://www.mashina.kg/details/honda-odyssey-69a108d9b5a82798000580,8500,743325,2002.0,,3.0,автомат,300000 km,справа,Бишкек,В кредит от 18 875 ⃀
Lexus ES IV,lexus-es-69e88572ae885368737820,https://www.mashina.kg/details/lexus-es-69e88572ae885368737820,9720,850000,2003.0,,3.0,автомат,225300 km,слева,Бишкек,В кредит от 21 584 ⃀
Продажа Audi e-tron S Sportback 2026,audi-e-tron-s-sportback-6a0adb9bbe0f2ab9d42532d0,https://www.mashina.kg/details/audi-e-tron-s-sportback-6a0adb9bbe0f2ab9d42532d0,200000,17490000,2026.0,внедорожник 5 дв.,,автомат,10000 км,Слева,Бишкек,В кредит от 121 589 ⃀
Kia K7 YG (II) Рестайлинг,kia-k7-69e327cfb8c84379854619,https://www.mashina.kg/details/kia-k7-69e327cfb8c84379854619,17900,1565355,2020.0,седан,2.4,автомат,151886 km,Слева,Бишкек,В кредит от 35 013 ⃀
Продажа Lexus ES VI 2013,lexus-es-6a05d4b5565db1448c4b5fe9,https://www.mashina.kg/details/lexus-es-6a05d4b5565db1448c4b5fe9,17500,1530375,2013.0,седан,2.5,вариатор,230800 км,Слева,Бишкек,В кредит от 34 230 ⃀
Lexus LX II Рестайлинг,lexus-lx-677ef42e093ca957736001,https://www.mashina.kg/details/lexus-lx-677ef42e093ca957736001,24000,2098800,2007.0,,4.7,автомат,333000 km,слева,Бишкек,В кредит от 46 944 ⃀
Mercedes-Benz G-Класс II (W463),mercedesbenz-gklass-69d5f0621a716034937627,https://www.mashina.kg/details/mercedesbenz-gklass-69d5f0621a716034937627,25000,2186250,2001.0,внедорожник 5 дв.,5.0,автомат,300000 км,Слева,Бишкек,В кредит от 48 900 ⃀
Продажа Changan Eado II Plus 2026,changan-eado-6a06b2c7adaf8fbc178218bf,https://www.mashina.kg/details/changan-eado-6a06b2c7adaf8fbc178218bf,10200,891990,2026.0,седан,1.6,вариатор,10 км,Слева,Китай,В кредит от 22 650 ⃀
Продажа Geely Galaxy M9 2026,geely-galaxy-m9-6a0ada3eb018befa52d661ce,https://www.mashina.kg/details/geely-galaxy-m9-6a0ada3eb018befa52d661ce,33400,2920830,2026.0,внедорожник 5 дв.,1.5,автомат,10 км,Слева,Китай,В кредит от 60 794 ⃀
Продажа Geely Geome Xingyuan 2026,geely-geome-xingyuan-6a0ad4155475c2ef1c822841,https://www.mashina.kg/details/geely-geome-xingyuan-6a0ad4155475c2ef1c822841,9000,787050,2026.0,хэтчбек 5 дв.,,автомат,10 км,Слева,Китай,В кредит от 19 985 ⃀
Продажа Volkswagen Tavendor 2026,volkswagen-tavendor-6a0ac780f4e378e62f642387,https://www.mashina.kg/details/volkswagen-tavendor-6a0ac780f4e378e62f642387,51500,4503675,2026.0,внедорожник 5 дв.,2.0,робот,1 км,Слева,Китай,В кредит от 76 663 ⃀
Продажа Volvo S60 II Рестайлинг 2026,volvo-s60-6a0ad0d0e5ade2af5cc1af9b,https://www.mashina.kg/details/volvo-s60-6a0ad0d0e5ade2af5cc1af9b,18000,1574100,2026.0,седан,1.5,автомат,1 км,Слева,Китай,В кредит от 35 208 ⃀
Продажа Toyota Mirai 2026,toyota-mirai-6a0ad06a193716ba0c44af63,https://www.mashina.kg/details/toyota-mirai-6a0ad06a193716ba0c44af63,117600,10284120,2026.0,седан,,автомат,10 км,Слева,Китай,В кредит от 121 589 ⃀
Продажа Toyota Allion III 2026,toyota-allion-6a0acec95fb2b556109023a2,https://www.mashina.kg/details/toyota-allion-6a0acec95fb2b556109023a2,17700,1547865,2026.0,седан,2.0,вариатор,10 км,Слева,Китай,В кредит от 34 621 ⃀
Продажа BYD Dolphin 2025,byd-dolphin-6a0410ed8c267d7f0b9307d0,https://www.mashina.kg/details/byd-dolphin-6a0410ed8c267d7f0b9307d0,16000,1399200,2025.0,хэтчбек 5 дв.,,автомат,20 км,Слева,Китай,В кредит от 31 296 ⃀
Продажа Kia EV5 2026,kia-ev5-6a06c44de00281e48cf54f61,https://www.mashina.kg/details/kia-ev5-6a06c44de00281e48cf54f61,30000,2623500,2026.0,внедорожник 5 дв.,,автомат,1 км,Слева,Китай,В кредит от 57 418 ⃀
Продажа Kia EV6 I Рестайлинг 2026,kia-ev6-6a06c2c5687f9d35409e3f05,https://www.mashina.kg/details/kia-ev6-6a06c2c5687f9d35409e3f05,45666,3993492,2026.0,внедорожник 5 дв.,,автомат,1 км,Слева,Китай,В кредит от 67 979 ⃀
Продажа Toyota Venza II 2026,toyota-venza-6a0aca4bbd322e4ca05b4409,https://www.mashina.kg/details/toyota-venza-6a0aca4bbd322e4ca05b4409,29000,2536050,2026.0,внедорожник 5 дв.,2.0,вариатор,10 км,Слева,Китай,В кредит от 55 504 ⃀
Продажа Toyota Venza II 2026,toyota-venza-6a0aca3671f8181c7e488733,https://www.mashina.kg/details/toyota-venza-6a0aca3671f8181c7e488733,29000,2536050,2026.0,внедорожник 5 дв.,2.0,вариатор,10 км,Слева,Китай,В кредит от 55 504 ⃀
Продажа Kia Sonet 2026,kia-sonet-6a06c0c230f4eb5e206e3e11,https://www.mashina.kg/details/kia-sonet-6a06c0c230f4eb5e206e3e11,24000,2098800,2026.0,внедорожник 5 дв.,1.5,вариатор,1 км,Слева,Китай,В кредит от 46 944 ⃀
Продажа Toyota Yaris IV 2026,toyota-yaris-6a0ac7092db2cd02f7578fb6,https://www.mashina.kg/details/toyota-yaris-6a0ac7092db2cd02f7578fb6,62000,5421900,2026.0,хэтчбек 3 дв.,1.5,вариатор,10 км,Слева,Китай,В кредит от 92 294 ⃀
Продажа Toyota Crown XVI (S230) 2026,toyota-crown-6a0ac276f0911fd02cd3c76a,https://www.mashina.kg/details/toyota-crown-6a0ac276f0911fd02cd3c76a,44900,3926505,2026.0,седан,2.5,вариатор,10 км,Слева,Китай,В кредит от 66 838 ⃀
Продажа Kia Carnival IV Рестайлинг 2026,kia-carnival-6a06be7c4cd05cb2ebc12d4d,https://www.mashina.kg/details/kia-carnival-6a06be7c4cd05cb2ebc12d4d,24500,2142525,2026.0,минивэн,3.5,автомат,1 км,Слева,Китай,В кредит от 47 922 ⃀
Продажа Toyota Alphard III Рестайлинг 2026,toyota-alphard-6a0ac3fa81e6dc4871419585,https://www.mashina.kg/details/toyota-alphard-6a0ac3fa81e6dc4871419585,67900,5937855,2026.0,минивэн,2.5,вариатор,10 км,Слева,Китай,В кредит от 101 077 ⃀
Продажа Toyota bZ5 2026,toyota-bz5-6a0ac0ecf18f0127e72fe1b7,https://www.mashina.kg/details/toyota-bz5-6a0ac0ecf18f0127e72fe1b7,22100,1932645,2026.0,внедорожник 5 дв.,,автомат,10 км,Слева,Китай,В кредит от 43 228 ⃀
Продажа Renault Samsung SM5 III Рестайлинг 2 (Nova) 2016,renault-samsung-sm5-6a08d99eef27cf5d171045ce,https://www.mashina.kg/details/renault-samsung-sm5-6a08d99eef27cf5d171045ce,7200,629640,2016.0,седан,2.0,вариатор,171252 km,Слева,Бишкек,В кредит от 15 988 ⃀
Продажа Toyota bZ3 2026,toyota-bz3-6a0abecb226b86c0ddc81deb,https://www.mashina.kg/details/toyota-bz3-6a0abecb226b86c0ddc81deb,14500,1268025,2026.0,седан,,автомат,10 км,Слева,Китай,В кредит от 29 823 ⃀
Продажа Toyota bZ3 2026,toyota-bz3-6a0abecb226b86c0ddc81deb,https://www.mashina.kg/details/toyota-bz3-6a0abecb226b86c0ddc81deb,14500,1268025,2026.0,седан,,автомат,10 км,Слева,Китай,В кредит от 29 823 ⃀
Продажа Toyota Levin XII (E210) Рестайлинг 2026,toyota-levin-6a0abd561688c70da55f6afa,https://www.mashina.kg/details/toyota-levin-6a0abd561688c70da55f6afa,10900,953205,2026.0,седан,1.8,вариатор,10 км,Слева,Китай,В кредит от 24 205 ⃀
Продажа Toyota Corolla Cross I 2026,toyota-corolla-cross-6a0abbb9920a18748c2a3fa9,https://www.mashina.kg/details/toyota-corolla-cross-6a0abbb9920a18748c2a3fa9,16400,1434180,2026.0,внедорожник 5 дв.,1.8,вариатор,10 км,Слева,Китай,В кредит от 32 079 ⃀
Продажа Toyota Granvia XL40 (China Market) 2026,toyota-granvia-6a0ab9fd337f282c4ed15a0e,https://www.mashina.kg/details/toyota-granvia-6a0ab9fd337f282c4ed15a0e,40000,3498000,2026.0,минивэн,2.5,автомат,10 км,Слева,Китай,В кредит от 60 794 ⃀
Продажа Toyota Crown Kluger 2026,toyota-crown-kluger-6a0ab7bc9991114547ecaea5,https://www.mashina.kg/details/toyota-crown-kluger-6a0ab7bc9991114547ecaea5,37000,3235650,2026.0,внедорожник 5 дв.,2.5,автомат,10 км,Слева,Китай,В кредит от 60 794 ⃀
Продажа BMW 5 серии VII (G30/G31) 2019,bmw-5-serii-6a0888faa1368ef22e0b95fc,https://www.mashina.kg/details/bmw-5-serii-6a0888faa1368ef22e0b95fc,26500,2317425,2019.0,седан,2.0,автомат,130000 km,Слева,Бишкек,В кредит от 51 835 ⃀
Продажа Toyota Frontlander 2026,toyota-frontlander-6a0ab3307411a2509114ea83,https://www.mashina.kg/details/toyota-frontlander-6a0ab3307411a2509114ea83,20500,1792725,2026.0,внедорожник 5 дв.,2.0,вариатор,10 км,Слева,Китай,В кредит от 40 098 ⃀
Продажа Toyota Wildlander 2026,toyota-wildlander-6a0ab52c2cfb6fcc18dd42c9,https://www.mashina.kg/details/toyota-wildlander-6a0ab52c2cfb6fcc18dd42c9,35900,3139455,2026.0,внедорожник 5 дв.,2.5,автомат,10 км,Слева,Китай,В кредит от 60 794 ⃀
"Продажа Toyota Corolla XI (E160, E170) Рестайлинг 2 2026",toyota-corolla-6a0ab178121b097859ceda20,https://www.mashina.kg/details/toyota-corolla-6a0ab178121b097859ceda20,14400,1259280,2026.0,седан,1.5,вариатор,10 км,Слева,Китай,В кредит от 29 823 ⃀
ВАЗ (Lada) 21099,vaz-lada-21099-69ade8e1031a9295915290,https://www.mashina.kg/details/vaz-lada-21099-69ade8e1031a9295915290,6000,524700,1997.0,,1.5,механика,99000 km,слева,Бишкек,В кредит от 13 323 ⃀
Продажа Toyota Highlander IV (U70) 2026,toyota-highlander-6a0aaf6ca27ce5c7e3ffa03d,https://www.mashina.kg/details/toyota-highlander-6a0aaf6ca27ce5c7e3ffa03d,45000,3935250,2026.0,внедорожник 5 дв.,2.5,автомат,10 км,Слева,Китай,В кредит от 66 987 ⃀
Продажа Toyota Sienna IV 2026,toyota-sienna-6a0aad98aebe4ba0aaad439b,https://www.mashina.kg/details/toyota-sienna-6a0aad98aebe4ba0aaad439b,41100,3594195,2026.0,минивэн,2.5,автомат,10 км,Слева,Китай,В кредит от 61 182 ⃀
Продажа Toyota Avalon V 2026,toyota-avalon-6a0aabadf29570bd3bfc19e6,https://www.mashina.kg/details/toyota-avalon-6a0aabadf29570bd3bfc19e6,24400,2133780,2026.0,седан,2.5,вариатор,10 км,Слева,Китай,В кредит от 47 727 ⃀
Продажа Toyota Camry IX (XV80) 2026,toyota-camry-6a0aa9c73286987f9c346445,https://www.mashina.kg/details/toyota-camry-6a0aa9c73286987f9c346445,25000,2186250,2026.0,седан,2.5,автомат,10 км,Слева,Китай,В кредит от 48 900 ⃀
Продажа Toyota RAV4 V (XA50) 2026,toyota-rav4-6a0aa7a69d115e0913f371a4,https://www.mashina.kg/details/toyota-rav4-6a0aa7a69d115e0913f371a4,33200,2903340,2026.0,внедорожник 5 дв.,2.5,автомат,10 км,Слева,Китай,В кредит от 60 794 ⃀
